Platform,Network,Program ,FEP Starts 
Mobile,NBC,Parenthood,0
Mobile,NBC,Parks and Recreation,0
Mobile,NBC,Running Wild with Bear Grylls,0
Mobile,NBC,Saturday Night Live,56
Mobile,NBC,Shades of Blue,0
Mobile,NBC,Shades of Blue en Espanol,1
Mobile,NBC,Spartan: Ultimate Team Challenge,0
Mobile,NBC,State of Affairs,0
Mobile,NBC,STRONG,1
Mobile,NBC,Superstore,2
Mobile,NBC,Taxi Brooklyn,0
Mobile,NBC,Telenovela,1
Mobile,NBC,The Biggest Loser,0
Mobile,NBC,The Blacklist,6
Mobile,NBC,The Carmichael Show,0
Mobile,NBC,The Golden Globe Awards,0
Mobile,NBC,The Island,0
Mobile,NBC,The Mysteries of Laura,0
Mobile,NBC,The Night Shift,0
Mobile,NBC,The Office,0
Mobile,NBC,The Player,0
Mobile,NBC,The Red Nose Day Special,0
Mobile,NBC,The Sing-Off,0
Mobile,NBC,The Slap,0
Mobile,NBC,The Tonight Show Starring Jimmy Fallon,19
Mobile,NBC,The Voice,6
Mobile,NBC,The Wiz Live!,0
Mobile,NBC,The%20Tonight%20Show%20Starring%20Jimmy%20Fallon,0
Mobile,NBC,Truth Be Told,0
Mobile,NBC,Undateable,0
Mobile,NBC,Welcome to Sweden,0
Mobile,NBC,Working the Engels,0
Mobile,NBC,You%2C Me and the Apocalypse,0
Mobile,NBC News,Dateline,6
Mobile,NBC News,Meet the Press,7
Mobile,NBC News,NBC Nightly News,1
Mobile,NBC Universo,,0
Mobile,nbcentertainment,,0
Mobile,NBCU TVE - Bravo,Back Pain Solved!,0
Mobile,NBCU TVE - Bravo,Birds of a Feather...,0
Mobile,NBCU TVE - Bravo,Making Frenemies,0
Mobile,NBCU TVE - Bravo,Mr. Deeds,0
Mobile,NBCU TVE - Bravo,"Tonya & Tullio - He's Fast, She's Furious",0
Mobile,NBCU TVE - CNBC,Jay Leno's Garage,1
Mobile,NBCU TVE - CNBC,Mad Money,0
Mobile,NBCU TVE - CNBC,Secret Lives of the Super Rich,1
Mobile,NBCU TVE - CNBC,Stanley Cup Playoff,0
Mobile,NBCU TVE - CNBC,Undercover Boss,2
Mobile,NBCU TVE - E!,#funemployed,0
Mobile,NBCU TVE - E!,In the Blink of an Eye...,0
Mobile,NBCU TVE - E!,LA Clippers Dance Squad,3
Mobile,NBCU TVE - E!,Total Divas,1
Mobile,NBCU TVE - MSNBC,Cloak and Dagger,0
Mobile,NBCU TVE - MSNBC,Friend or Foe?,0
Mobile,NBCU TVE - MSNBC,Hardball with Chris Matthews,0
Mobile,NBCU TVE - MSNBC,Jailing,0
Mobile,NBCU TVE - MSNBC,Live,0
Mobile,NBCU TVE - MSNBC,Morning Joe,0
Mobile,NBCU TVE - MSNBC,MSNBC Live With JosÃ© DÃ_az-Balart,0
Mobile,NBCU TVE - MSNBC,MTP Daily,0
Mobile,NBCU TVE - MSNBC,PoliticsNation With Al Sharpton,0
Mobile,NBCU TVE - MSNBC,Sanders Town Hall,0
Mobile,NBCU TVE - MSNBC,The Place for Politics 2016,0
Mobile,NBCU TVE - MSNBC,The Rachel Maddow Show,0
Mobile,NBCU TVE - MSNBC,Thicker Than a Bowl of Oatmeal,0
Mobile,NBCU TVE - MSNBC,Trump Town Hall,0
Mobile,NBCU TVE - MSNBC,Unwritten Rules,0
Mobile,NBCU TVE - MSNBC,Way Too Early,0
Mobile,NBCU TVE - MSNBC,With All Due Respect,0
Mobile,NBCU TVE - MSNBC,Words of a Warrior,0
Mobile,NBCU TVE - MSNBC,Your Business,0
Mobile,NBCU TVE - NBC,Chicago Med,4
Mobile,NBCU TVE - NBC,Chicago P.D.,1
Mobile,NBCU TVE - NBC,Game of Silence,3
Mobile,NBCU TVE - NBC,Little Big Shots,1
Mobile,NBCU TVE - NBC,The Blacklist,3
Mobile,NBCU TVE - NBC,The Voice,0
Mobile,NBCU TVE - Oxygen,Snapped,1
Mobile,NBCU TVE - Syfy,Blade: Trinity,0
Mobile,NBCU TVE - USA Network,Mistery Date,0
Mobile,NBCU TVE - USA Network,Patriarch of Perfection,0
Mobile,NBCU TVE - USA Network,WWE Monday Night Raw,0
Mobile,Oxygen,,0
Mobile,Oxygen,Bad Girls Club,2
Mobile,Oxygen,Snapped,0
Mobile,Oxygen,Snapped: Killer Couples,0
Mobile,sprout,,0
Mobile,style,,0
Mobile,Syfy,,0
Mobile,Syfy,12 Monkeys,7362
Mobile,Syfy,12 Monkeys Blog,0
Mobile,Syfy,12 Monkeys Special Feature,0
Mobile,Syfy,31 Days of Halloween,0
Mobile,Syfy,Bazillion Dollar Club,0
Mobile,Syfy,Bitten,0
Mobile,Syfy,Bitten Blog,0
Mobile,Syfy,Blastr,0
Mobile,Syfy,Childhoods End,0
Mobile,Syfy,Close Up Kings,0
Mobile,Syfy,Continuum,0
Mobile,Syfy,Dark Matter,0
Mobile,Syfy,Defiance,0
Mobile,Syfy,Dominion,0
Mobile,Syfy,Face Off,44
Mobile,Syfy,Face Off Special Feature,0
Mobile,Syfy,Geeks Who Drink,0
Mobile,Syfy,Ghost Hunters,0
Mobile,Syfy,Haunting,0
Mobile,Syfy,Haven,0
Mobile,Syfy,Helix,0
Mobile,Syfy,Helix Special Feature,0
Mobile,Syfy,Hunters,4706
Mobile,Syfy,Hunters Blog,0
Mobile,Syfy,Incorporated,0
Mobile,Syfy,Jim Henson's Creature Shop Challenge,0
Mobile,Syfy,Killjoys,0
Mobile,Syfy,Lavalantula,0
Mobile,Syfy,Lost Girl,0
Mobile,Syfy,Lost Girl Blog,0
Mobile,Syfy,Olympus,0
Mobile,Syfy,Paranormal Witness,10
Mobile,Syfy,Reactor,0
Mobile,Syfy,Second Screen,0
Mobile,Syfy,Sharknado 3,0
Mobile,Syfy,Syfy Blog,0
Mobile,Syfy,Syfy Movies,0
Mobile,Syfy,The Expanse,0
Mobile,Syfy,The Expanse Special Feature,0
Mobile,Syfy,The Internet Ruined My Life,460
Mobile,Syfy,The Magicians,0
Mobile,Syfy,The Magicians Blog,0
Mobile,Syfy,Troy: Street Magic,0
Mobile,Syfy,Wizard Wars,0
Mobile,Syfy,WWE SmackDown,0
Mobile,Syfy,Wynonna Earp,0
Mobile,Syfy,Z Nation,0
Mobile,Syfy,Z Nation Special Feature,0
Mobile,telemundo,,0
Mobile,telemundo,Avenida Brasil,0
Mobile,telemundo,Caso Cerrado,47
Mobile,telemundo,Celia,41
Mobile,telemundo,Decisiones Extremas,0
Mobile,telemundo,El SeÃ±or de los Cielos 3,3
Mobile,telemundo,El SeÃ±or de los Cielos 4,13
Mobile,telemundo,Eva La Trailera,0
Mobile,telemundo,Gran Hermano,1
Mobile,telemundo,La Esclava Blanca,2
Mobile,telemundo,La Querida del Centauro,0
Mobile,telemundo,La Voz Kids,5
Mobile,telemundo,QuiÃ©n es QuiÃ©n,10
Mobile,telemundo,QuÃ© culpa Fatmagul,1
Mobile,telemundo,Secretos,2
Mobile,telemundo,SeÃ±ora Acero,0
Mobile,telemundo,Suelta La Sopa,0
Mobile,usa,,0
Mobile,usa,Burn Notice,0
Mobile,usa,Chrisley Knows Best,0
Mobile,usa,Colony,0
Mobile,usa,Complications,0
Mobile,usa,Covert Affairs,0
Mobile,usa,Dig,0
Mobile,usa,First Impressions with Dana Carvey,0
Mobile,usa,Graceland,0
Mobile,usa,Modern Family,0
Mobile,usa,Motive,0
Mobile,usa,Movies On USA,0
Mobile,usa,Mr. Robot,0
Mobile,usa,Playing House,0
Mobile,usa,Psych,0
Mobile,usa,Queen of the South,0
Mobile,usa,Royal Pains,0
Mobile,usa,Rush,0
Mobile,usa,Satisfaction,0
Mobile,usa,Stanley Cup Playoff,0
Mobile,usa,Suits,0
Mobile,usa,Suits/Clips,0
Mobile,usa,Talk Stoop,0
Mobile,usa,White Collar,0
Mobile,usa,WWE Monday Night Raw,0
Mobile,usa,WWE Raw,0
Mobile,usa,WWE Tough Enough,0
PC,,,0
PC,,'86,0
PC,,A Family Affair Part Deux,0
PC,,A Mother's Costly Revenge,0
PC,,A Thailand Vacation Part 1,0
PC,,A Thailand Vacation Part 2,0
PC,,All In With Chris Hayes,0
PC,,Andrea Mitchell Reports,0
PC,,Are You Jackin' With Me?,0
PC,,Barclays Premier League Match of the Week,0
PC,,Big Ass Spider!,0
PC,,Big Brother,0
PC,,Boom!,0
PC,,Broken China,0
PC,,Champions Tour Golf,0
PC,,Champions Tour Learning Center,0
PC,,Chapter 10: Stick Your Approach,0
PC,,Chapter 11: Majority Rules,0
PC,,City of Cincinnati,0
PC,,Closing Bell,0
PC,,Denise Bozarth,0
PC,,Don't Blow the Deal,0
PC,,"Drive, Chip & Putt Championship",0
PC,,E! News,0
PC,,Fast Money,0
PC,,Fast Money Halftime Report,0
PC,,First Look,0
PC,,Formula One Racing,0
PC,,FÃºtbol Mexicano,0
PC,,Golf,0
PC,,Golf Central,0
PC,,Golf Central Pregame,0
PC,,Golf's Greatest Rounds - The Players,0
PC,,Hardball with Chris Matthews,0
PC,,In Harm's Way,0
PC,,Inside the PGA Tour,0
PC,,It Shouldn't Be This Hard to Make a Deal,0
PC,,"Judge, Jury, Executioner",0
PC,,Kiss and Make-Up,0
PC,,Last Call with Carson Daly,0
PC,,Late Night with Seth Meyers,0
PC,,Little Big Shots,4
PC,,Live From the Masters,0
PC,,Lockup Charleston: Extended Stay,0
PC,,London Marathon,0
PC,,LPGA Tour Golf,0
PC,,Lyor Cohen,0
PC,,Mad Money,0
PC,,Messages,0
PC,,Moon Landing,0
PC,,Morning Drive,0
PC,,Morning Joe,0
PC,,MSNBC Live With JosÃ© DÃ_az-Balart,0
PC,,MSNBC Live With Kate Snow,0
PC,,MSNBC Live With Tamron Hall,0
PC,,MSNBC Live With Thomas Roberts,0
PC,,MTP Daily,0
PC,,"Omarosa, Ashley Hamilton, RJ Mitte, Carmen Electra",0
PC,,One Wig Left to Go,0
PC,,Options Action,0
PC,,Peace of Cake,0
PC,,PGA Tour Golf,0
PC,,Power Lunch,0
PC,,Rocking the Cradle,0
PC,,Rules of Enragement,0
PC,,Russian Brides,0
PC,,Saturday Night Live,0
PC,,Secrets of a Double Life,0
PC,,Shark Tank,0
PC,,Shock the System,0
PC,,Sometimes You Need to Adjust,0
PC,,Squawk Alley,0
PC,,Squawk Box,0
PC,,Squawk on the Street,0
PC,,Stanley Cup Playoff,0
PC,,Superman IV: The Quest for Peace,0
PC,,"The Dominican Republic, Part Two",0
PC,,The Family That Plays Together,0
PC,,The Golf Fix,0
PC,,The Greatest Game Ever Played,0
PC,,The King of Yachts & Billionaire Heiress,0
PC,,The Last Word With Lawrence O'Donnell,0
PC,,The Legend of Bagger Vance,0
PC,,The Place for Politics 2016,0
PC,,The Rachel Maddow Show,0
PC,,The Real Wolf of Wall Street,0
PC,,The Tonight Show Starring Jimmy Fallon,0
PC,,"These Aren't Babies, This Is Merchandise",0
PC,,Tremors 5: Bloodlines,0
PC,,"Truth, Changes, Everything",0
PC,,Way Too Early,0
PC,,What Would You Do? 3,0
PC,,Who Do You Believe?,0
PC,,With All Due Respect,0
PC,,Women and Cancer,0
PC,,Worldwide Exchange,0
PC,Bravo,,0
PC,Bravo,#Newcraig,0
PC,Bravo,1994,0
PC,Bravo,5 Makeup Tips 4 Older Women!,0
PC,Bravo,50 Shades of Greystone,0
PC,Bravo,A Shark Is Born,0
PC,Bravo,Abandon,0
PC,Bravo,All About the Benjamins,0
PC,Bravo,All Shades of Shade,0
PC,Bravo,An Intimates Affair,0
PC,Bravo,Awfully Charitable,0
PC,Bravo,Back in the Day,0
PC,Bravo,Back Pain Solved!,0
PC,Bravo,Back Where It All Started,0
PC,Bravo,Backwards in Heels,0
PC,Bravo,"BBQ, Brunch or Bust",0
PC,Bravo,Beach Session,0
PC,Bravo,"Beach, Please",0
PC,Bravo,Beauties & the Beat,0
PC,Bravo,Behind the Orange Curtain,0
PC,Bravo,Below Deck,16529
PC,Bravo,Below Deck Mediterranean,4089
PC,Bravo,Best Pan Ever!,0
PC,Bravo,Best Portable Charger!,0
PC,Bravo,Better Late Than Never,0
PC,Bravo,Bidding War Bitches,0
PC,Bravo,Bids & Brawls,0
PC,Bravo,Big Momma's House,0
PC,Bravo,Big Momma's House 2,0
PC,Bravo,Big Trouble in Little Phuket,0
PC,Bravo,Big Trouble in Sin City,0
PC,Bravo,Birds of a Feather...,0
PC,Bravo,Birthday in the Berks,0
PC,Bravo,Bitchy Resting Face,0
PC,Bravo,Bleecker and Bleaker,0
PC,Bravo,Body Beast!,0
PC,Bravo,Bombshells Salon and Spa,0
PC,Bravo,Bubbles of Fertility,0
PC,Bravo,Bury the Hatchet,0
PC,Bravo,Busted BBQ,0
PC,Bravo,C'est la Vida,0
PC,Bravo,Cabin Fever,0
PC,Bravo,CafÃ© Treats,0
PC,Bravo,Can't Fake the Funk,0
PC,Bravo,Charlie's Angels,0
PC,Bravo,Christopher Meloni,0
PC,Bravo,CIZE Dance Workout!,0
PC,Bravo,Clean up this Fall with Shark Lift Away. 3 Vacuums in one. Breakthrough Vacuum Design!,0
PC,Bravo,Conch Blocked,0
PC,Bravo,"Do You, Fredrik, Take This Building?",0
PC,Bravo,Dodgeball: A True Underdog Story,0
PC,Bravo,"Don't Be All, Like, Uncool",0
PC,Bravo,Don't Count Your Eggs...,0
PC,Bravo,Don't Forget the Hands! Dinosaur Hands!,0
PC,Bravo,"Don't Touch Me, Bro",0
PC,Bravo,Double Down on Delusion,0
PC,Bravo,"Dry Land, Damp Eyes",0
PC,Bravo,Dubai Daze,0
PC,Bravo,"Dude, Where's My Broker?",0
PC,Bravo,Dysfunction Junction,0
PC,Bravo,East Coast vs. West Coast,0
PC,Bravo,Election Day,0
PC,Bravo,Enchanted,0
PC,Bravo,Error on the High Seas,0
PC,Bravo,Everything's Bigger in Dallas,0
PC,Bravo,Family Matters,0
PC,Bravo,Fashionably Fired Up,0
PC,Bravo,Fever Pitch,0
PC,Bravo,Fifty Sense,0
PC,Bravo,Finale,0
PC,Bravo,First Look,0
PC,Bravo,Florida or Bust,0
PC,Bravo,"Forty, I Do!",0
PC,Bravo,Frenemies Unite,0
PC,Bravo,Friday,0
PC,Bravo,From Pocket Squares to Pocket Listings,0
PC,Bravo,G.I. Jane,0
PC,Bravo,Go Yell It on the Mountain,0
PC,Bravo,Going Deep,0
PC,Bravo,Good Hair,0
PC,Bravo,"Goodbye, Dubai",0
PC,Bravo,Hammer Time,0
PC,Bravo,"Hamptons, 90210",0
PC,Bravo,Hard Knock Life,0
PC,Bravo,Harlem Shake,0
PC,Bravo,Hawaii 5 Uh-Oh,0
PC,Bravo,Hearing Is Believing,0
PC,Bravo,Hearing Problems,0
PC,Bravo,Hold Your Horses,0
PC,Bravo,House of Synergy,0
PC,Bravo,How to Get Away With Marriage,0
PC,Bravo,I Ain't Afraid of No Ghosts,0
PC,Bravo,I Dream of Jeanne,0
PC,Bravo,"I Love You, Puffer Munkin",0
PC,Bravo,Identity theft: learn about it and how to get LifeLock protection,0
PC,Bravo,In Love There Must Be Torture,0
PC,Bravo,In the Cups,0
PC,Bravo,Is This 40?,0
PC,Bravo,Jamaican Beef Catty,0
PC,Bravo,Jekyll and Snide,0
PC,Bravo,Just the T.I.P.,0
PC,Bravo,"Life, Liberty and the Pursuit of Wealthiness",0
PC,Bravo,"Lions and Buddhists and Persians, Oh My!",0
PC,Bravo,Live,5
PC,Bravo,Living With the Spotlight,0
PC,Bravo,London Calling,0
PC,Bravo,Look Good Naked,0
PC,Bravo,Lord Have Mercer!,0
PC,Bravo,Lord of the Manor,0
PC,Bravo,Luis 2.0,0
PC,Bravo,Lymes in the Sand,0
PC,Bravo,Mad as a Hatter,0
PC,Bravo,Magic Hour,0
PC,Bravo,Make Good Choices,0
PC,Bravo,Making Frenemies,0
PC,Bravo,Manikir Royale,0
PC,Bravo,Micro-Momager,0
PC,Bravo,Million Dollar Listing New York,16215
PC,Bravo,Mind Your Own Business,0
PC,Bravo,Miss Congeniality,0
PC,Bravo,Miss Domesticated,0
PC,Bravo,Mr. Deeds,0
PC,Bravo,Nadia's Family Salon,0
PC,Bravo,"New Beginnings, My Ass",0
PC,Bravo,New Kid on the Dock,0
PC,Bravo,"New Wheels, New Deals",0
PC,Bravo,Newlyweds The First Year,178
PC,Bravo,"Ninja Coffee Bar with Sofia Vergara - Classic Brew, Rich Brew, Over Ice Brew, Specialty & Frozen Blended Brew",0
PC,Bravo,No Good Deed,0
PC,Bravo,Not Easy to Love,0
PC,Bravo,"Nutri Ninja Blender Duo &#150; Summer's Total Crushing Blender for Healthier Living, Made Easy. Two Machines in One!",0
PC,Bravo,"Objection, Your Honor",0
PC,Bravo,Odd Mom Out,3210
PC,Bravo,Oh Baby!,0
PC,Bravo,One Wedding and a Dog Funeral,0
PC,Bravo,Ongoing Ball Drop,0
PC,Bravo,"Oy Vey, MJ!",0
PC,Bravo,Paid Programming,0
PC,Bravo,Peaches of the Caribbean,0
PC,Bravo,Persian of the Pacific,0
PC,Bravo,PiYo Craze!,0
PC,Bravo,Playing for Survival,0
PC,Bravo,Plead the Fifth Special,0
PC,Bravo,Please Welcome Erika Jayne!,0
PC,Bravo,Pop of Crazy,0
PC,Bravo,Premature Corkulation,0
PC,Bravo,Pressure Cooker,0
PC,Bravo,Pretty Mess,0
PC,Bravo,Preview Special,0
PC,Bravo,Push Comes to Shove,0
PC,Bravo,"Ray Charles, Aretha Franklin, Marvin Gaye",0
PC,Bravo,Read School Is in Session,0
PC,Bravo,Reading Is Fundamental,0
PC,Bravo,Recipe for Deception,929
PC,Bravo,"Restaurant Wars, Part 1",0
PC,Bravo,"Restaurant Wars, Part 2",0
PC,Bravo,Return to the Homeland Part 1,0
PC,Bravo,"Return to the Homeland, Part 2",0
PC,Bravo,Reunion Part 1,0
PC,Bravo,Reunion Part 2,0
PC,Bravo,Reunion Part 3,0
PC,Bravo,Rules of Enragement,0
PC,Bravo,Rumble on the Runway,0
PC,Bravo,Rush Hour 3,0
PC,Bravo,Safe Haven,0
PC,Bravo,Secrets Revealed,0
PC,Bravo,Sex and the City,0
PC,Bravo,Shahs of Sunset,63992
PC,Bravo,Shahs Of Sunset First Look,0
PC,Bravo,She'd Better Not Be Staying,0
PC,Bravo,Shep-Istotle,0
PC,Bravo,Social,0
PC,Bravo,Something to Sing About,0
PC,Bravo,Sonja Island,0
PC,Bravo,Southern Charm,141231
PC,Bravo,Spinning a Web,0
PC,Bravo,SPRING BREAK BEACH BODIES!,0
PC,Bravo,Start Spreading the News,0
PC,Bravo,Still Thicker Than Ever?,0
PC,Bravo,"Strains, Stains and a Big Pain",0
PC,Bravo,Studio 157,0
PC,Bravo,"Styx, Journey, Fleetwood Mac",0
PC,Bravo,"Summer's Blending Machine, Ninja!",0
PC,Bravo,Summers Sports Bar,0
PC,Bravo,"Surprise, You're Forty!",0
PC,Bravo,T25 Sexy Bodies!,0
PC,Bravo,Tai Chi Master!,0
PC,Bravo,Tale of Two Parties,0
PC,Bravo,The Biggest Boob,0
PC,Bravo,"The Butterfly, Chocolate Croissant",0
PC,Bravo,The Cavi-Art of War,0
PC,Bravo,The Conscious Uncoupling,0
PC,Bravo,The Days of Licking Bricks Are Over,0
PC,Bravo,The Final Shakedown,0
PC,Bravo,The Last Leg,0
PC,Bravo,The People's Couch,7561
PC,Bravo,The Real Housewives of Atlanta,32798
PC,Bravo,The Real Housewives of Beverly Hills,244971
PC,Bravo,The Real Housewives of Dallas,93588
PC,Bravo,The Real Housewives of New York City,189947
PC,Bravo,The Real Housewives of Orange County,0
PC,Bravo,The Real Housewives of Potomac,89273
PC,Bravo,The School of Rock,0
PC,Bravo,"The Shark, the Smooth-Talker and the New Kid",0
PC,Bravo,The Social Edition,0
PC,Bravo,The Wolves of Wall St.,0
PC,Bravo,The%20Real%20Housewives%20of%20New%20York%20City,0
PC,Bravo,There Goes the Motherhood,13182
PC,Bravo,There's Something About Harry,0
PC,Bravo,Thicker Than Water,3614
PC,Bravo,Three Brokers and a Baby,0
PC,Bravo,Tom and Darlene - Law and Disorder,0
PC,Bravo,"Tonya & Tullio - He's Fast, She's Furious",0
PC,Bravo,"Too Little, Too Late",0
PC,Bravo,Top Chef,12892
PC,Bravo,Tour Group,962
PC,Bravo,Try Total Gym for $14.95,0
PC,Bravo,"Turn, Turn, Turn",0
PC,Bravo,Turning Over a New Peach,0
PC,Bravo,Unaware in Delaware,0
PC,Bravo,Unbeweavable,0
PC,Bravo,Uncensored,0
PC,Bravo,Unfinished Business,0
PC,Bravo,Unforgivable,0
PC,Bravo,Vanderpump Rules,102473
PC,Bravo,Vanderpump Rules After Show,838
PC,Bravo,Walking on Eggshells,0
PC,Bravo,Watch What Happens Live,39622
PC,Bravo,Watch What Happens: Live,0
PC,Bravo,Welcome to Mommy Group,0
PC,Bravo,What Women Want,0
PC,Bravo,"Where We're Going, We Don't Need Roads",0
PC,Bravo,Where's the Beef?,0
PC,Bravo,Who Do You Believe?,0
PC,Bravo,Who's Been Naughty Who's Been Nice,0
PC,Bravo,Wife Is a Stage,0
PC,Bravo,Will Haze for Listing,0
PC,Bravo,Will Power,0
PC,Bravo,Wok This Way,0
PC,Bravo,You're Grounded,0
PC,cnbc,,0
PC,cnbc,$27 Million Horse Race & Mansion Collectors,0
PC,cnbc,5 Makeup Tips 4 Older Women!,0
PC,cnbc,A Dreamy Desert Mansion & Sexy Lingerie Made of Gold,0
PC,cnbc,A Mother's Costly Revenge,0
PC,cnbc,A Scam Exposed: Strippers and Insider Trading; Economan: Superthief!,0
PC,cnbc,A Sexy Bachelor Pad & Super Luxury Tank,0
PC,cnbc,A Subterranean Mega-Mansion & The $200M Joy Ride,0
PC,cnbc,A Wall Street Wonder Takes a Fall,0
PC,cnbc,A Whole Can of Worms,0
PC,cnbc,A Widow's Web,0
PC,cnbc,A Wolf in Priest's Clothing,0
PC,cnbc,Accelerate Your Credit NOW!,0
PC,cnbc,ADT,0
PC,cnbc,Alfred Angelo,0
PC,cnbc,American Greed,4365
PC,cnbc,American Pharoah,0
PC,cnbc,Are You Jackin' With Me?,0
PC,cnbc,Back2Life &#150; Your 12 Minute Back Pain Solution! FREE SHIPPING!,0
PC,cnbc,Back2Life 12 Minute Back Pain Solution!,0
PC,cnbc,Baja Fresh,0
PC,cnbc,"Barry Manilow, Andy Williams, Anne Murray",0
PC,cnbc,BELFOR,0
PC,cnbc,Best Pan Ever!,0
PC,cnbc,Bikinis Sports Bar & Grill,0
PC,cnbc,Billion Dollar Buyer,8704
PC,cnbc,Billionaire Beach; A Mystery Super Jet,0
PC,cnbc,Blue Collar Millionaires,720
PC,cnbc,"Bob Dylan, Jefferson Airplane, Byrds, Santana",0
PC,cnbc,Bob Hope: Thanks for the Memories,0
PC,cnbc,Body Beast!,0
PC,cnbc,Boy Band Mogul,0
PC,cnbc,Budget Blinds,0
PC,cnbc,Bulldoze My Mansion; The Super Luxe Commute,0
PC,cnbc,Carol Burnett's Lost Episodes!,0
PC,cnbc,Checkers & Rally's,0
PC,cnbc,Chicago Cubs,0
PC,cnbc,Choice Hotels International,0
PC,cnbc,Churchill Downs,0
PC,cnbc,City of Cincinnati,0
PC,cnbc,CIZE Dance Workout!,0
PC,cnbc,Clean up this Fall with Shark Lift Away. 3 Vacuums in one. Breakthrough Vacuum Design!,0
PC,cnbc,Cleaning Addicts,0
PC,cnbc,Closing Bell,0
PC,cnbc,CNBC Originals,202
PC,cnbc,Consumed: The Real Restaurant Business,536
PC,cnbc,Copper Chef,0
PC,cnbc,Crash and Burn,0
PC,cnbc,Detroit 'Crime Boss' Mayor,0
PC,cnbc,Diamond Resorts International,0
PC,cnbc,Diamond Resorts: Take 2,0
PC,cnbc,Dollars for Dumps,0
PC,cnbc,Don't Blow the Deal,0
PC,cnbc,Dragon Blades Spectacular,0
PC,cnbc,Drop Your CIZE!,0
PC,cnbc,Dutch Bros. Coffee,0
PC,cnbc,Epic Bosses,0
PC,cnbc,Epic Employees,0
PC,cnbc,Extreme Home Ripoffs; Greedings From Florida,0
PC,cnbc,Family Dollar,0
PC,cnbc,Fast Money,5820
PC,cnbc,Fast Money Halftime Report,0
PC,cnbc,Fastsigns International,0
PC,cnbc,Fatburger,0
PC,cnbc,Fight Hair Loss,0
PC,cnbc,Fighting Cancer: Real Stories of Healing and Hope,0
PC,cnbc,Follow the Leader,4788
PC,cnbc,Forman Mills,0
PC,cnbc,Formula One Racing,0
PC,cnbc,Gaither Homecoming,0
PC,cnbc,Gary Vaynerchuk,0
PC,cnbc,Gigi's Cupcakes,0
PC,cnbc,Grand Ole Opry - Live!,0
PC,cnbc,GSI Commerce,0
PC,cnbc,"Hank Williams, Waylon Jennings, Charley Pride",0
PC,cnbc,Hee Haw,0
PC,cnbc,Herschend Family Entertainment,0
PC,cnbc,Hudson Group,0
PC,cnbc,Hunting for Million Dollar Horses; Mega-Homes,0
PC,cnbc,I'm Betting on Y'all,0
PC,cnbc,Identity theft: learn about it and how to get LifeLock protection,0
PC,cnbc,"If Y'all Got the Edge, I Want It",0
PC,cnbc,In Harm's Way,0
PC,cnbc,Introducing the Shark Rocket Powerhead vacuum - Heavy-duty cleaning power without the heavy lifting.,0
PC,cnbc,It Shouldn't Be This Hard to Make a Deal,0
PC,cnbc,Jane Seymour's Secret to Youthful-looking skin,0
PC,cnbc,Jay Leno's Garage,474
PC,cnbc,"John Denver, Louis Armstrong, Nat King Cole, Perry Como",0
PC,cnbc,John Paul DeJoria,0
PC,cnbc,Johnny Carson,0
