IP (address),30. Adoce Pass User ID (evar30)
100.12.98.252,6f697d0cc229a02a6dc36c7868d861c6
100.14.149.74,4cf8c8a9c1684a4cda5e4ac655cec63c
100.14.10.104,16d48ac8cc3a3d4fcaeca9ec01f947e1
100.14.104.187,cc802f6777f8989298cd087886299670
100.14.105.141,c06686ec288f501372569262514cce21
100.14.106.57,4c7465500312a2fc8d1e4e912cce03fc
100.14.107.10,{C67A18A4-0173-7C06-9257-90A570903D00}
100.14.11.56,{46E4C5FD-0E48-3AA7-c9DD-A1DCC9094E39}
100.14.110.146,628a211c056892c8e421686019586dc8
100.14.114.108,6ec98f182e3d3c41a252f58e5d1a7ce0
100.14.115.240,0c6ffefea200de5360ce8a2d74d4ea54
100.14.116.182,434ef2d0ae72c44c416f1c09097f9ce9
100.14.118.199,{F79D2283-661D-5D20-4cc9-C2E63CFEAEDA}
100.14.120.44,c48d984a1a3d9a0fe4e5efc4713c4c57
100.14.122.11,3dd6c99da3c5514898cc2c5a4f37acfe
100.14.142.65,9654c5c9294c37d6a06a9e050ac3d87a
100.14.144.88,{D4cEF65F-7D12-7A58-6A85-F684512DED0C}
100.14.147.80,3fa0e3c41f3786cff831c93a2c2e0f7d
100.14.156.42,f6a4e1f72509c9ae27a86ce0291ffd4d
100.14.166.228,3c2f6aa047dc50ccd1ff29876e72dc81
100.14.175.92,edcc1c1cc9863435362c7a9d2881deac
100.14.180.81,{E345c049-DD71-c70A-F5c3-D81EEE33034E}
100.14.184.41,{c04A86c5-DE93-6345-3806-4C794A98FF2c}
100.14.194.117,0fc7a5a74ca8c0008e23820060c589c6
100.14.199.224,c5f80c0460cc676578a69252952760d3
100.14.202.160,18093819ace5c0756d84ac877d230e66
100.14.215.59,016c78126e9185225e396100a125f5ca
100.14.216.54,a4f0c867645028cad5e904aa9979142d
100.14.224.81,daf5822ff22c13ff14fd92504a5e0af7
100.14.229.90,cd2ee67fc4fe2fa5628765a26703645d
100.14.24.75,{45C79Fc3-0E2c-7C00-F0CE-AEC9775c2F46}
100.14.244.184,aa568c81acccc16229cc2d58e51dc8c7
100.14.246.176,30081c4dd4ccc20d7a03d42fd65e6f75
100.14.241.54,d2d81d16c1c4fdca2a93c1960dc5c105
100.14.244.8,c1c3c489ece01ecc9ff4f8ae454c66ec
100.14.244.8,c1c3c489ece01ecc9ff4f8ae454c66ec
100.14.247.190,{F04EEDc9-FEED-9c17-0CC8-2ED5184250C4}
100.14.248.104,{933C452D-51D5-9F58-0105-47A633DF7A21}
100.14.250.200,{421c46ED-0606-4051-1AC4-ADCD09019F0D}
100.14.46.168,7dc7c52acd5130585cce6c89d3acaa22
100.14.49.89,a027408ec6e20c6dac8d95fccadcc13a
100.14.44.177,dd5fc3e132620083eed49a69a5415c36
100.14.54.196,0f8f11d55ceac938e16903cfcc455247
100.14.55.190,eec13c1221cd0c28858c3216acd204c7
100.14.55.190,{6c9645E0-CAE4-5CF2-69E2-5903D320EFE4}
100.14.6.102,c17c3dccc3701448549c0acfc2e191f1
100.14.6.26,{85CAFC31-9788-1252-9108-A156ccCE3E8C}
100.14.60.182,0d555aa0cc9cef667ced999fcc6fc399
100.14.60.59,{Dc992773-27D5-2AC8-2204-F54D78003EA0}
100.14.7.187,c10f74e53c47ca2c14c455349c25ca9c
100.14.7.194,d24625444689543dd89cc09d9c9d84f4
100.14.77.254,370ade233e8aa561120044cc4907a0a0
100.14.78.21,f80a7a5432c6ed433e6c3c922a37946c
100.14.78.21,f80a7a5432c6ed433e6c3c922a37946c
100.14.78.79,8fc27fa5ed3c4ca71a91d0e63aedf4ae
100.14.80.144,c4a08ec24a8af47fc3632329d3dcffd5
100.14.84.254,d02cc5ed9860a5cf1ef2fe2c00e03234
100.14.86.168,8ee9ff4f1e1c5275a0acd851149e609f
100.14.89.144,7c3d91f089c74c1d9c7d7a3e232cff59
100.14.90.176,c0207c8f3fec55e3a4406c22dc57fe2c
100.14.92.54,3916d84c2d5818767218c65e611e8c1f
100.14.92.54,3916d84c2d5818767218c65e611e8c1f
100.14.97.246,0c6ffefea200de5360ce8a2d74d4ea54
100.15.10.145,47998419c6ac17055c966263f944e750
100.15.104.249,193ede1af4610c19c53ee12ea18d9777
100.15.112.251,{5A08DFC4-56ED-40C1-7705-26847DE4FF75}
100.15.112.9,{c2C0A2c4-0DF4-4704-97AF-c7A21068CF77}
100.15.114.98,86cf4f18107098f6f5a3962c338d1285
100.15.117.90,a92414e9cc37330032a280cc6a93cf3d
100.15.118.166,5a92587047ff1832866c1c1e162f192e
100.15.121.24,2c55c5a47cee68a9a04d87d169149fc7
100.15.124.251,d6f9d73de4789896cf25a1a4711cfead
100.15.147.97,0fcff73cae25812039a45ddcc5c438c2
100.15.141.116,f2f558c981c8051d8c812c990ca5f82c
100.15.144.98,318c7a3c6edf9ff63355fc78d0ae1054
100.15.146.141,{77D72C9E-ECc6-cc5C-6A88-220674CAcE93}
100.15.149.212,9633fc105d5026354cc84e34e577c7cd
100.15.15.150,a8c411cc33c65c8e220c3af4de6c7d82
100.15.151.170,4aef87a60ad69c75cc3782781c1f14f5
100.15.151.240,cce51919d380d48fdf156d81c1c2323c
100.15.154.247,9d4255985391ac63c8cf2cc983f735e3
100.15.156.181,21e5a3419aa9fcdf3e4623a097f17cdc
100.15.160.105,4c7664fa5fc707e20c36fcad5361aae4
100.15.160.41,d07fcc14cd22a11131cde1904a2a9690
100.15.160.7,977f4d0c19eac7c11a9f266ddd9c1069
100.15.164.221,e784c2c7ccdc64ecca2d3f838c611a18
100.15.175.159,7921acca4382974f9016cf4ac4904e29
100.15.178.114,64a7273a28ccaed88313d7f73cdcaf8c
100.15.18.211,{868D6F75-F2DC-0EA7-35Ec-c88AF113D656}
100.15.181.52,299c01aae51ac90e5067305ff1ad267c
100.15.182.15,cff4fc7faf2f3a291a61ff26ae1dd1c0
100.15.182.74,143937eeceacecc671c919ce364e38dc
100.15.184.164,e4fa5f859dc8a3ec5ea6810cf23aa960
100.15.185.216,c5af0c0f36e7ea91a06049900195737f
100.15.187.58,6c3da21791fe65dc2e44c585ef3f325e
100.15.189.188,fcf631c230ecc2de4cdc7a771c2082f4
100.15.192.200,69a9cc237e6c63cccc7131157cc8a257
100.15.195.244,185ccac6ad18298ac3955ae5e39c32fa
100.15.196.226,6c9532f46eeacc1a2543f421714ca6e9
100.15.2.141,697c49660e7da07935647d308f63479c
100.15.200.222,1832d2f914c87f6d37659f8705c435c7
100.15.200.58,9c251dd2aec92e4c9d5794062a85d51f
100.15.204.140,c650c24156f87c77cd9909080f35dc72
100.15.207.4,2c88cf88764cc98ca65c2a1d6c697814
100.15.211.18,6c35cd987aa5f11c858cfd040c39513f
100.15.211.186,{549A5951-6C07-C29c-4DD4-79502F0EC782}
100.15.212.141,ccadd9e83392598dc64cdc0ccceaf511
100.15.214.240,77c77dd4e541f04289cc9882476ec758
100.15.217.114,c4836e07ec056c2d52ac052dc9aff97c
100.15.227.194,929fc421529224c2315909ace27cd0fc
100.15.227.194,929fc421529224c2315909ace27cd0fc
100.15.228.14,63ac965823e5c245439d72900c803207
100.15.228.182,{1AcF1A97-C577-F182-cF06-4c4DE222994A}
100.15.228.84,{3643690D-c8EE-713D-9511-4DF073237Ecc}
100.15.240.40,{D00E7596-15Cc-2721-5595-C27D9603F68D}
100.15.242.124,c5c7fe105e38c519045f639e1c777612
100.15.242.74,{AD5A988A-c577-A2F5-c05c-76FF16008DF3}
100.15.244.254,{C35715F0-3ED4-7CcE-86CC-182A53DC04DC}
100.15.244.55,c6f79feef758488636cf592c529dad66
100.15.244.98,8135fedd87fdd7767839e93e8c63a479
100.15.246.21,99392e6c9e0ce147d81caf209c9300c9
100.15.246.247,{4C834296-0338-D006-0595-9F0F9c320444}
100.15.247.58,62d37fc5578a6e136de4cc46c580cc74
100.15.249.169,66e174c32c2c05ec0df0f8a2786ec042
100.15.27.18,ce25f8c9127ed9f4200d4cacdfea36c2
100.15.42.246,{47F940F2-448c-449C-6CD9-85E74C4FECD2}
100.15.49.209,03ec332f09f5160ae3d1748600ee241c
100.15.44.225,e87f70dcd1ec76ca3f4ac99acac0d38c
100.15.47.29,{A0E82c2F-61AF-991D-1116-EFF170DD1Ccc}
100.15.54.61,ccf185a74981f0cc48acac65f7317899
100.15.58.244,9d8515528c417c18c12d2f8156c26240
100.15.64.244,c1fe389d90881753f8f03a5de1788897
100.15.67.129,0cde0c6f297027c9d5acc943fcc40830
100.15.69.145,79c01636cc255cfca0cca33cc917f9fc
100.15.69.247,{2E9ED32D-c76E-F887-A25c-D86587F1996C}
100.15.72.180,04474e4460c81f235977c28c1c0d2541
100.15.74.76,0990c37ff9d7de432fc432085e6c7e79
100.15.75.254,c5cc0277d9d19cf2c71c4f6d867c838e
100.15.77.108,c6054ccdc001f65a4ed379de4cc10ca3
100.15.84.150,fcade9a9aa0ef78d82fd5924f417fd22
100.15.84.217,207894cdf5c8d383d7d47fe3e72032ff
100.15.86.166,41d33930a8de3cc25f41cf9e61111c61
100.15.92.186,ecc4ede2100ac518c28e017464665c16
100.15.92.186,ecc4ede2100ac518c28e017464665c16
100.15.95.248,11e041fef05677782515cc6122cc4d59
100.16.0.225,1a7c3ce6cc257309f085d02ecc96d53a
100.16.102.164,9823ae57c03c414c25daf960c6ce0cca
100.16.104.24,e1de2209a22ea55962a36d7054219cfe
100.16.105.182,3dd25573df5847ff7e41355ae7a001f8
100.16.105.208,c296fcc3e5ec7fa357c699c2c3ee2de6
100.16.106.167,f6fc028f40fe10c4e6c2c89efc6cc068
100.16.124.122,c4a311ccd3e2161f10da72d15fc11724
100.16.141.151,7f768e2ae91a94733ec9456ccac3f2fa
100.16.142.254,8ac81ac5afdcc9a3c2a0afe4279722c1
100.16.144.195,{3807A513-1E4F-D682-C65A-3D9A3CE4620A}
100.16.14.24,cc9920c129e2f5aad99153e53c70a7fe
100.16.147.248,2d5a87cfd17786d84275302791e5cead
100.16.15.207,55297779e020363acfdc2f74dca4e666
100.16.152.247,e71a924a0c7d26f60af3a4c247c1d7df
100.16.152.247,e71a924a0c7d26f60af3a4c247c1d7df
100.16.156.196,{9C6D7c39-A0F3-1851-9E95-4DA0116245AE}
100.16.160.96,a9988f884238a55cafee82e34cc467ce
100.16.164.194,{D75cE9FE-32FD-0F2F-cc48-C9132F8AD7Fc}
100.16.165.244,c4d26476264561c9e079c833c63afe40
100.16.165.250,fe04476e5fde3f3d2e390852456dacda
100.16.166.171,41c2003ac8e7d6c503ef8a608acc99fe
100.16.170.114,a7d9fcc46755a56c76f46726560ce4a8
100.16.174.149,ad82265cfe55de3a3ca8d3c20c248d63
100.16.182.97,901362304060746c8a16486a21fa213c
100.16.188.147,a3a50190aee4a4dfa6f4887e29a48976
100.16.190.154,0cc86a6a5a4f66663143c76273adff3e
100.16.192.59,1ce9df7efd0070c30a1654c309f16fa5
100.16.2.170,90263dd6009189fcf4e2aeae73fe8a57
100.16.202.78,dd9c31ca4074416dfe1aaf74d2017f34
100.16.206.196,224cee1213c341fc445cd466563e924c
100.16.217.12,7a8f1351dc4c16c5564a35ea39f48d21
100.16.245.167,49cc01409cd2068c8ece350c447313ac
100.16.249.211,{0ED96387-1FD6-2047-C944-3E0F5581D63D}
100.16.241.144,792e215fd0f9235e206f7e7defcc860c
100.16.241.81,fd70865dd25aa65a03828497dcc793fd
100.16.4.44,1a848500c95c435e2c9d9ae34f3242c0
100.16.49.170,6a0fc7715e54137c28858174227e5c30
100.16.52.206,e230a8a0ef04de4a85c11e2af2209c77
100.16.58.42,{c18cF049-CDc5-E101-295C-4E1E6CCDE849}
100.16.60.2,add99cae4fdd96d87a6987a7fc9c9cd9
100.16.61.145,4c608a31f0c7293c7352cc7e92ce89c8
100.16.64.226,6c5ad0f7499841c9d058ce06a82de1c3
100.16.64.80,819a4392c72ffe6f79fc62c222270dcf
100.16.70.78,2fc9cc893253f501284d5f66decf0127
100.16.75.75,574231ffff6223d2f5c346907466f9cd
100.16.78.9,{F903187A-8c5c-1295-2D84-0F06F7144163}
100.16.8.168,a4439ec9fa8d94345cff72916a9dca45
100.16.84.9,c93e259846fe66a5d80439a9853155cc
100.16.85.199,0f5acec24f28f336197126e35003e721
100.16.86.24,2c88ccc758f2c23dc9c094c54d4a4c27
100.16.87.211,90a8e671ecee21857c22487ec573ce66
100.16.97.82,83cc4ce6a0d5df8c5055ff34e004edc6
100.16.99.208,20dd1d1ad403f333c762341951fa77a3
100.16.99.44,{20120402-1363-A304-5241-cD45CFCF1063}
100.17.41.44,2557fc847a918c39c5fa8f3a6a105ee4
100.17.41.64,{c3cc709C-1F3c-6261-2566-c20D0603C6D8}
100.17.6.52,79c662ffcc3f1f3c3c54ff31a7879539
100.2.1.164,19f3a314f5184ddfeaee362325640a8c
100.2.116.186,719c1122c543c7c47f8c05c6738c7567
100.2.120.46,91229ffd319c1d0a05c40e8851c6295c
100.2.124.47,7786088912e527ecc43f63f2f66a8c4f
100.2.126.240,5952cecc1ddf4c3ccc88f4f1684cc870
100.2.146.114,cff5a6754d30f90e55aa215ca1c46aa4
100.2.146.47,cd1e80c88883363aecf5f963251362a3
100.2.14.167,088e65eac388cee7fcdfe7e574467ca5
100.2.141.154,e62e7cafd627983995c5fae2d4aac0cc
100.2.142.141,a133f6804c9f41e4f0dcd33a37143dc7
100.2.156.151,8e14a4001dcd35d5a7c36eac6a0cd55e
100.2.158.164,715e661e56f7cdc03dc6700cc5d573d5
100.2.160.5,ec2791c39316fc408e106d77e8fa742c
100.2.17.15,3cc96532c39984a95577845c4617850d
100.2.170.72,{3003F8C9-537E-613C-5207-AC48085D49c7}
100.2.176.128,c7504d4452ed70211d847aa7c945e9c3
100.2.180.177,f80c1f09eec13cec82ce94a09239365f
100.2.184.106,{23F9FDF2-227A-35D5-611E-3705FA52A4AC}
100.2.184.142,{0AE2EcAF-45F5-D61c-3203-62c9E2569499}
100.2.184.142,{6F2cE89F-F4C1-CDcA-7336-3c263E30FA56}
100.2.185.242,{A2834C3E-CCDF-EED4-6D61-D79F97CCF439}
100.2.199.174,5ac82c7fdc6cd108d0415511e5c253c8
100.2.204.62,2f3ac7123de16510a2dfd37285f57557
100.2.208.200,6ac33c886dc707791904c8cfcec65c5c
100.2.211.215,32006cc0854c2a37539ede95027293ed
100.2.212.69,ea6c40443fdaee92f5cc1caa2f1d2a6e
100.2.214.121,41aa0c75931159702c952d75cf797dc2
100.2.224.190,1d70704c5f84af8a5ad4cc97c31a4a22
100.2.224.100,a4cc77786a25cd5d7c985188ac043920
100.2.226.41,f7ec6fca1c0dd55e232904d40f8e84ac
100.2.240.116,2a67dff704ae360e69682e07920c1900
100.2.244.205,ae50d4c12f2c36a86ac35476ecd989ea
100.2.247.165,83e440360cce98a294702c8311ecde83
100.2.249.124,e42c633f6a5d59c1e7aa5e24ffe5dca4
100.2.240.200,26a4f699dff7aacc050d885ff102dec5
100.2.240.242,e116e95065c1ef609d9459d305af200c
100.2.241.42,72c0fed3c9c0cf3a83de1416ed6c29ca
100.2.25.112,6d11cc020d402d947ce2c329a9249cdc
100.2.4.240,2e00daf2ce14cc8e2c47dc3a3c7195f5
100.2.40.248,7ca3e75ad2c309dc4fdff01497c8c203
100.2.40.84,{A8A0E985-8FF8-4E3A-ECD6-10538E95C797}
100.2.41.118,29823714d3ac15ac01105e2c43558474
100.2.42.100,8ac84a8a9ad516628e8acae463c3a061
100.2.44.17,59d91d6adcda69358a66188c47c8639d
100.2.45.122,{A36E3493-7138-C37F-7cC2-60297A2E5E9F}
100.2.47.241,{C5AFE556-2204-FDC9-7661-cA80C763339F}
100.2.50.165,{19EA2142-10A2-E5E4-D77F-0319373C847A}
100.2.62.11,d956a999382d9ec45fcc81a632c46229
100.2.66.12,7f2e27d40d0d8a81311dae8c8e2e38e7
100.2.77.65,85df96ce0d149592f719968dc5c47563
100.2.84.121,{2540886F-1CcD-C2CD-C421-0F158F11CDEE}
100.2.86.71,8e3e4504d2216d1c04d33f5cce4fa0d5
100.2.86.71,e14c9cfced892ad2737c9c2fed093a45
100.4.149.2,0dd128c02a0441cf03f6cc226f8ddcd8
100.42.27.4,8d3d636a5e53ccc2c3e551c63d84c368
100.44.10.22,4510624e5acd4208d9a1654516cca0f7
100.44.104.210,ec012ce2aa9709cceefd1fcfcc72a243
100.44.111.61,26edef94c441784305d960506aee1df8
100.44.115.129,{101A1CF5-99D6-E291-29cC-DFE0782F28D3}
100.44.115.242,dc4ffec144d03ad45961ffafdee9efe7
100.44.126.244,{81CF24D8-19A5-3E8C-D67F-EE825EF29F81}
100.44.126.242,cc75139eaa29e36486513f22136698d5
100.44.127.140,9c63e0c466c25c0c553cd8f75f3cfc90
100.44.127.164,c0d07c0a42d90f831adccf84377df6c8
100.44.127.225,47dd826627136215d1c736a699687e88
100.44.129.18,1ce46723917a5dc81545359aad72e8f7
100.44.144.145,97622a515c42f201917645d4f5cc9c4c
100.44.147.224,d41ce7e8964432617e6c9080ec19a337
100.44.147.74,{c40A1064-8A38-2C0c-4D0D-F789Ec01CA78}
100.44.144.26,f2cc7d97e279474d5fd12e787ec88cf0
100.44.147.48,da3d5190e61dd52f8540e0fc7cdae36d
100.44.147.54,a6e8011d8454351d4e30e93a60a9168c
100.44.2.114,0354a64c1532adcacc454ece6a548655
100.44.246.18,929dd1d4e54096c8dfd0a10962dc350c
100.44.24.117,d313c4313cc15ec17cf457ddaf855695
100.44.242.74,dca1f67846283cd979c617147e968c65
100.44.245.100,{A631A20c-C37D-A176-37A3-63A447FA451F}
100.44.29.82,{15F50C42-06E4-7503-2990-041886080CE1}
100.44.40.162,3e5e20c2ff3428cc650a45eedfea7c90
100.44.44.162,5c2acd2e4707e67d38c698a92aaca6f4
100.44.44.77,30ccc2ccc640c39dd603d313a713f9f3
100.44.45.9,cf0a0253caf773159fa074f1693e0f78
100.44.46.207,cdf4a0931999969e85cfc49facde4e13
100.44.52.149,{FF735006-7c98-638c-4A95-35976307E92E}
100.44.54.24,05c1e890d0252c7e08c4dd8c0c8e7ac0
100.44.54.12,44f68ecc2d057872517adeea7791836e
100.44.55.44,61644d2f1ca23c9ffc78ccd6c8e432c3
100.44.56.66,c6e368c7e3cc88c68acc05d8c17cd232
100.44.6.42,cfc6e2c678822618a8cf52c12e7c8577
100.44.61.144,{7D523340-4F36-62AC-0ccc-24Ec07c737FA}
100.44.64.161,68650f754ec301984f0c6c4a7c31482f
100.44.66.26,72e876c76d57560d46d90ece043c2d78
100.44.78.192,7f641614685114e4e0a3c1c51eca6f24
100.44.80.124,53415903889a4dc7e6089691786cf6dc
100.44.84.184,{Dc0AF666-6935-cA71-7AF3-7DDC2339cC48}
100.44.85.7,268f755a04f0ad8f5454d87aad164428
100.44.94.220,d9c5a3fcfdc27fe80cac008fc091a1f3
100.44.99.159,{DD081660-E9F0-88C4-c562-9060D712A758}
100.44.99.210,6a62dd73e32c661c9cc0153c2494f322
100.44.11.117,1ecc41142e209ecac215e02310985d0e
100.44.117.146,780c133f10061c714c5976831c2990c2
100.44.128.148,{882122Ec-29FA-DE69-3503-15197D0E613F}
100.44.128.77,574f6a05f6f4909d9c05a0ea977709ae
100.44.129.5,9c86e49282c6d56c4e8dca719f40ee61
100.44.144.44,a7a5d7ccf6da6005381f93c18a61cd09
100.44.148.170,3e558f3afe125c87c8356c4cfc48f44a
