Id,SalePrice
2053,127472.0378
2054,96134.84213
2055,132072.6987
2056,143632.7455
2057,115407.9676
2058,200823.6225
2059,151864.6319
2060,125294.307
2061,178268.6399
2062,115025.6386
2063,122496.1497
2064,122148.3427
2065,128574.7849
2066,201551.8561
2067,133398.1031
2068,117816.0579
2069,102046.1027
2070,125261.7654
2071,97995.5465
2072,130892.8943
2073,142102.5489
2074,203604.1926
2075,166309.2302
2076,136360.8651
2077,130292.4248
2078,114661.2765
2079,139933.2776
2080,145310.5215
2081,136556.6658
2082,114850.4832
2083,115657.1085
2084,120095.7471
2085,114593.6632
2086,174179.3512
2087,131964.8082
2088,101256.1914
2089,96867.8102
2090,140635.8745
2091,87762.34372
2092,95770.70196
2093,173208.512
2094,168814.5212
2095,174860.6118
2096,108420.3209
2097,113663.4617
2098,131548.7652
2099,40697.84621
2100,54475.33889
2101,102218.0103
2102,172976.5629
2103,99903.95825
2104,111086.6629
2105,120010.9679
2106,15207.63314
2107,179577.6965
2108,129623.9498
2109,92288.87223
2110,138703.9343
2111,168955.7615
2112,131789.4188
2113,112085.4246
2114,143946.5002
2115,156534.8511
2116,135726.7844
2117,149796.6477
2118,146408.3776
2119,144035.7436
2120,133494.5409
2121,101131.4186
2122,94406.79455
2123,110218.1618
2124,184888.0026
2125,108227.6586
2126,129782.3092
2127,145880.9214
2128,141457.5226
2129,142370.3494
2130,144198.3721
2131,163906.4567
2132,114709.6789
2133,134191.1759
2134,158646.7398
2135,123170.5573
2136,47802.57972
2137,115026.9421
2138,123751.6865
2139,173137.507
2140,129127.2171
2141,181489.543
2142,138343.5529
2143,135139.0465
2144,110127.333
2145,131105.4485
2146,177702.999
2147,157715.4011
2148,128094.9781
2149,147180.0245
2150,228450.6578
2151,175370.741
2152,175899.4904
2153,136386.8285
2154,133693.4665
2155,169239.7162
2156,196967.6264
2157,226375.1391
2158,216736.2205
2159,213700.1385
2160,218369.0639
2161,251877.3306
2162,368712.01
2163,389495.8707
2164,257641.4474
2165,168999.0279
2166,151787.325
2167,220436.2815
2168,180753.2103
2169,202828.12
2170,199800.4535
2171,141393.2521
2172,153850.0723
2173,132402.1734
2174,228475.6818
2175,274746.2817
2176,261064.6577
2177,217044.6383
2178,253353.9255
2179,177740.8153
2180,169941.3147
2181,201415.8247
2182,218241.798
2183,199687.2178
2184,118481.3159
2185,137910.0843
2186,172019.196
2187,171381.291
2188,172941.8281
2189,263537.8149
2190,95253.93014
2191,99523.11673
2192,84313.5184
2193,178650.9313
2194,135064.74
2195,93052.0596
2196,89650.53075
2197,90612.19372
2198,203054.9266
2199,184040.1384
2200,161380.4943
2201,146654.907
2202,226265.691
2203,146370.1182
2204,130988.5732
2205,113325.4276
2206,170541.9575
2207,238078.0072
2208,221640.089
2209,180552.3113
2210,163470.8527
2211,151251.8159
2212,143875.5741
2213,111229.5705
2214,131896.5499
2215,122354.1429
2216,123353.8216
2217,25611.14862
2218,79115.93926
2219,85208.45371
2220,89062.39625
2221,323789.9278
2222,266257.1739
2223,249599.1995
2224,214301.0219
2225,118303.7915
2226,132454.699
2227,214004.9573
2228,242343.5084
2229,247179.6944
2230,147135.4225
2231,206325.3533
2232,182613.5368
2233,193374.8209
2234,255236.556
2235,168163.9882
2236,245523.4285
2237,282871.7129
2238,206042.613
2239,146933.2302
2240,174460.1662
2241,102119.8113
2242,132497.1715
2243,153442.4954
2244,95666.94631
2245,107879.9877
2246,133795.09
2247,155883.0946
2248,131333.1443
2249,126191.5651
2250,133865.4612
2251,138822.8568
2252,187206.5526
2253,185975.2602
2254,188044.0873
2255,186530.6362
2256,193038.5647
2257,185188.3879
2258,196303.323
2259,182872.9754
2260,183846.4514
2261,200152.1386
2262,230970.7934
2263,301312.7773
2264,406250.6847
2265,157241.4535
2266,323908.5962
2267,301751.4651
2268,391178.2919
2269,153487.3748
2270,224303.0555
2271,204905.7237
2272,226640.0488
2273,164944.968
2274,182591.5596
2275,177968.6918
2276,203736.85
2277,168198.4072
2278,124567.518
2279,167024.1698
2280,120668.846
2281,182022.7729
2282,188420.1118
2283,175548.2753
2284,200724.0808
2285,176651.4915
2286,123124.3728
2287,370604.8485
2288,262659.806
2289,248928.0407
2290,376823.6691
2291,305534.5992
2292,418616.7941
2293,394633.1128
2294,341455.9233
2295,436278.6523
2296,251673.9243
2297,344490.1259
2298,379435.7845
2299,321939.2513
2300,263058.8945
2301,308094.0983
2302,211104.3134
2303,236481.9992
2304,226746.2843
2305,193748.761
2306,193751.122
2307,200760.084
2308,243128.2759
2309,365631.4469
2310,248928.4651
2311,221311.5516
2312,178620.4402
2313,190917.8567
2314,205986.2175
2315,189705.1415
2316,190734.5527
2317,175739.7864
2318,173112.2048
2319,198334.1393
2320,202263.8565
2321,238695.6864
2322,211122.8425
2323,206219.9924
2324,217672.3497
2325,218330.4307
2326,178620.4402
2327,214374.1024
2328,214072.4193
2329,187950.4748
2330,187725.3198
2331,288925.4751
2332,290800.9523
2333,241248.1481
2334,230406.1829
2335,257152.4144
2336,267902.8456
2337,204876.3416
2338,255264.1324
2339,258168.6308
2340,418283.2579
2341,178620.4402
2342,232489.1051
2343,222845.5776
2344,199244.8476
2345,224439.5533
2346,224693.0406
2347,198530.6346
2348,224693.0406
2349,136245.4492
2350,178620.4402
2351,321040.5307
2352,262432.0175
2353,210957.6521
2354,170588.8649
2355,196759.8585
2356,156150.3874
2357,206321.0467
2358,170031.149
2359,183370.2431
2360,118882.6708
2361,126251.1528
2362,237213.3148
2363,125398.353
2364,178199.6439
2365,235927.9739
2366,219935.494
2367,220583.521
2368,209677.238
2369,178620.4402
2370,198401.0683
2371,173972.5773
2372,193633.7544
2373,257312.3483
2374,255706.1029
2375,237769.2783
2376,235581.0586
2377,247657.5621
2378,154876.3463
2379,196275.1081
2380,161480.9202
2381,170827.675
2382,202355.818
2383,222477.5684
2384,228283.4804
2385,172954.511
2386,156054.4721
2387,121657.3337
2388,104770.7078
2389,129027.9136
2390,139263.7414
2391,144928.6442
2392,124341.3055
2393,203426.3269
2394,149049.9826
2395,187169.3804
2396,175182.1143
2397,191041.7388
2398,132161.004
2399,42405.28196
2400,49928.18178
2401,124225.8318
2402,128461.101
2403,117948.2548
2404,146045.0075
2405,176304.7434
2406,149357.5441
2407,118731.3389
2408,125082.8794
2409,136550.35
2410,214570.0608
2411,114668.7985
2412,139071.649
2413,114166.5458
2414,181845.0376
2415,127817.2798
2416,145005.846
2417,146726.2857
2418,127365.4753
2419,91742.3216
2420,147247.3208
2421,128994.8133
2422,119685.2558
2423,75527.04838
2424,138121.9802
2425,126267.2313
2426,85489.90464
2427,109488.1565
2428,225536.8978
2429,127783.8703
2430,153411.9267
2431,116524.3168
2432,122531.8962
2433,134556.3787
2434,113713.9688
2435,148857.1077
2436,129944.7049
2437,113008.5521
2438,130711.7493
2439,120199.8136
2440,140777.6225
2441,123389.5256
2442,125845.2188
2443,169955.7362
2444,134129.8033
2445,77104.32954
2446,91198.846
2447,205725.8464
2448,162852.2757
2449,110695.9276
2450,134214.4915
2451,135391.9352
2452,183039.7443
2453,91642.58358
2454,126812.7614
2455,137151.345
2456,115315.1973
2457,112580.7091
2458,168777.7294
2459,124600.1138
2460,158300.6103
2461,129596.8132
2462,138508.5012
2463,114331.8923
2464,136786.609
2465,146082.343
2466,112345.5122
2467,184941.5727
2468,81667.11308
2469,76812.07571
2470,183013.2775
2471,218556.5774
2472,141514.6421
2473,99372.53354
2474,50156.19735
2475,211957.4041
2476,107037.639
2477,118896.6492
2478,138526.9221
2479,87049.0851
2480,157665.1019
2481,140852.7776
2482,123765.6228
2483,122986.7406
2484,135511.71
2485,126236.4538
2486,136966.8933
2487,140363.6766
2488,218233.8004
2489,158999.6405
2490,178952.6106
2491,104327.4031
2492,190867.4269
2493,147319.3995
2494,145772.1639
2495,93406.41743
2496,204749.578
2497,145321.5769
2498,109926.3361
2499,102999.5139
2500,132241.5165
2501,116446.9896
2502,148135.153
2503,82495.60861
2504,210521.1717
2505,211422.3876
2506,260177.9831
2507,226449.9744
2508,261425.79
2509,212917.6652
2510,249410.6813
2511,196038.8862
2512,198487.2793
2513,228806.3677
2514,253129.2684
2515,147350.6216
2516,174672.3977
2517,150226.681
2518,150950.552
2519,215278.6992
2520,233099.931
2521,197089.6617
2522,221499.0332
2523,124144.0281
2524,145185.9905
2525,153051.3889
2526,122066.5263
2527,125850.5155
2528,126906.8647
2529,165194.1311
2530,106274.969
2531,216325.4943
2532,214499.4428
2533,207994.5702
2534,270076.9158
2535,259037.8277
2536,251216.2389
2537,257964.2827
2538,197937.691
2539,197841.5363
2540,189087.7309
2541,215257.5439
2542,145825.3721
2543,145589.6519
2544,95258.35837
2545,131406.8213
2546,156354.9286
2547,167006.6173
2548,140456.105
2549,143438.3658
2550,494713.1976
2551,169962.5384
2552,121233.327
2553,93822.36062
2554,113728.6968
2555,169858.8716
2556,103292.8549
2557,85778.54053
2558,118713.764
2559,110778.9656
2560,161617.7863
2561,193061.1666
2562,161498.5541
2563,168949.1104
2564,190770.0042
2565,133625.2873
2566,109335.8827
2567,103816.7616
2568,232292.5183
2569,211269.8823
2570,163356.3425
2571,125909.6376
2572,199168.7676
2573,257700.8882
2574,244976.5445
2575,152226.3614
2576,120149.3752
2577,116553.4172
2578,114631.4278
2579,37362.04083
2580,91912.72492
2581,89569.28395
2582,130491.7684
2583,264960.7992
2584,175179.5484
2585,172622.115
2586,218940.8732
2587,210894.4874
2588,180989.4728
2589,168682.4193
2590,244605.3861
2591,254704.7677
2592,197784.5476
2593,178620.4402
2594,189042.2964
2595,224797.7648
2596,293465.1055
2597,195766.5493
2598,223426.4887
2599,389264.7759
2600,131082.3369
2601,173083.6354
2602,80130.59223
2603,84187.06704
2604,99704.47134
2605,77396.82971
2606,159937.571
2607,190866.2879
2608,203489.6159
2609,160494.5826
2610,126611.4195
2611,112833.5558
2612,140912.7564
2613,137395.1013
2614,131565.8132
2615,142660.7618
2616,195030.8803
2617,151647.1469
2618,314096.6792
2619,221274.16
2620,185226.8122
2621,190064.0398
2622,186634.3128
2623,258909.5501
2624,235286.8827
2625,224554.4083
2626,194570.0337
2627,198509.1822
2628,357565.7874
2629,419467.6419
2630,282697.166
2631,421173.7453
2632,354613.9555
2633,279993.5142
2634,396919.7047
2635,180970.3538
2636,198019.003
2637,206898.3201
2638,216232.9751
2639,185651.2092
2640,163015.8783
2641,86438.42072
2642,170426.0685
2643,168345.8695
2644,146047.1916
2645,169021.1283
2646,166087.992
2647,166087.992
2648,159088.4611
2649,143393.9281
2650,175790.3615
2651,157304.3754
2652,336600.8774
2653,262982.4536
2654,214011.6553
2655,383680.5041
2656,350899.1882
2657,367601.8461
2658,178620.4402
2659,244189.7676
2660,300277.5149
2661,327342.7596
2662,389325.8813
2663,252704.0491
2664,356781.4171
2665,343558.4969
2666,327085.6201
2667,190917.8567
2668,199990.9347
2669,175499.8174
2670,257858.9565
2671,198616.8124
2672,209857.6773
2673,209489.1369
2674,209233.78
2675,191836.0643
2676,215414.0199
2677,186971.8258
2678,202194.9607
2679,253373.676
2680,258602.8734
2681,363160.6821
2682,261329.3442
2683,361826.0277
2684,267060.925
2685,264828.7502
2686,256745.9699
2687,178620.4402
2688,230386.2294
2689,224276.6419
2690,320613.5303
2691,170910.2896
2692,170447.5267
2693,207188.5382
2694,176750.3093
2695,206441.7576
2696,201937.8793
2697,167790.4119
2698,166966.8496
2699,163542.8163
2700,163959.2151
2701,167385.2855
2702,113994.0599
2703,153027.6288
2704,138494.4699
2705,117454.5897
2706,127644.6187
2707,132711.19
2708,126729.4843
2709,120372.7218
2710,140044.0504
2711,296529.0808
2712,313008.715
2713,208870.4118
2714,190492.8153
2715,191838.255
2716,191906.5424
2717,211487.525
2718,237985.4069
2719,137870.6327
2720,191422.7282
2721,119048.4971
2722,134910.7981
2723,183660.91
2724,122486.9135
2725,118403.4018
2726,148298.7593
2727,199789.8911
2728,173174.9078
2729,139457.1244
2730,131829.3778
2731,161901.8152
2732,137674.896
2733,138503.0574
2734,144738.3582
2735,120127.6047
2736,133343.3606
2737,118413.9405
2738,117825.8049
2739,182242.1283
2740,171801.2366
2741,130565.804
2742,199240.719
2743,152302.6124
2744,163243.7026
2745,162145.5502
2746,120992.8383
2747,190755.2981
2748,121518.8033
2749,133277.7764
2750,123212.42
2751,123704.8107
2752,226501.5336
2753,118419.6262
2754,133456.6304
2755,138851.067
2756,78429.99485
2757,42308.08275
2758,88092.90465
2759,152396.5399
2760,94848.82877
2761,182812.3384
2762,151735.8222
2763,189496.7934
2764,202888.393
2765,228726.821
2766,93240.59921
2767,65134.97547
2768,114432.9039
2769,108209.3229
2770,171149.9905
2771,118335.7965
2772,113480.7591
2773,117626.0118
2774,130531.6849
2775,102468.51
2776,143494.7929
2777,161093.2996
2778,193013.9459
2779,79252.87126
2780,136728.6696
2781,118195.6189
2782,82549.08368
2783,50154.18649
2784,119095.5249
2785,126427.0089
2786,57071.55875
2787,145324.061
2788,49341.1048
2789,160223.9919
2790,116518.5424
2791,115061.5869
2792,42489.27969
2793,168670.4064
2794,46775.15572
2795,120852.5248
2796,115614.6889
2797,188001.1822
2798,87431.23701
2799,119029.9499
2800,105106.9163
2801,143443.4397
2802,135082.6997
2803,145367.1703
2804,154987.6308
2805,142963.3352
2806,102868.3023
2807,193566.026
2808,160319.0614
2809,154168.2466
2810,122362.4264
2811,161563.0757
2812,180221.6544
2813,118014.2408
2814,121938.1897
2815,143309.2746
2816,230522.4115
2817,160922.9544
2818,152141.0615
2819,179086.4891
2820,104296.6186
2821,151602.2946
2822,197545.9055
2823,205138.6567
2824,141957.3058
2825,162813.9445
2826,138576.2473
2827,138884.9701
2828,230064.033
2829,181593.0247
2830,200478.8122
2831,196329.2935
2832,195041.0802
2833,285938.0732
2834,200456.3824
2835,223932.8727
2836,228626.1394
2837,165567.0468
2838,151619.4746
2839,193204.5233
2840,194827.5814
2841,195936.9439
2842,218355.1277
2843,155847.0886
2844,162133.4171
2845,132445.9625
2846,209236.6672
2847,195896.1411
2848,243015.2678
2849,196541.5777
2850,255936.0114
2851,226676.3861
2852,228229.9253
2853,214120.7266
2854,175352.2214
2855,197057.14
2856,198035.9978
2857,197405.9254
2858,197845.0779
2859,72609.8458
2860,166168.0288
2861,122322.1789
2862,223389.8402
2863,178620.4402
2864,217227.6185
2865,170302.4504
2866,192883.0448
2867,91138.31461
2868,123366.6278
2869,85527.0624
2870,110675.7949
2871,96811.68435
2872,21911.46277
2873,92572.52142
2874,120104.7084
2875,136755.1158
2876,212451.4381
2877,146273.1561
2878,194854.3936
2879,142667.373
2880,98926.30872
2881,169150.673
2882,133064.1318
2883,208008.5261
2884,216375.1462
2885,174088.2186
2886,203833.4985
2887,110347.8099
2888,146396.7785
2889,80884.1943
2890,88818.77082
2891,158526.8262
2892,72419.95654
2893,116116.4447
2894,55804.12187
2895,312070.1742
2896,245831.3067
2897,188672.8626
2898,147949.1497
2899,222756.5742
2900,169296.0473
2901,223897.4484
2902,168796.4217
2903,275982.5821
2904,369362.0361
2905,23133.87129
2906,203776.0196
2907,149003.8568
2908,129433.8278
2909,122520.9316
2910,88967.73181
2911,80106.98188
2912,164462.082
2913,84187.06704
2914,84178.80342
2915,94372.8903
2916,84613.23383
2917,155219.0772
2918,142060.1902
2919,216697.2366
